,gp0_Var_0_Bajo,gp0_Var_1_Bajo,gp0_Var_2_Bajo,gp0_Var_6_Bajo,gp0_Var_7_Bajo,gp3_Var_8_Bajo,gp_Var_9_Bajo,gp_Var_9_Medio,gp_Var_14_Medio,gp_Var_14_Bajo,gp_Var_15_Medio,gp_Var_15_Bajo,gpT_Var_13T_Alto,gpT_Var_13T_Medio,gpT_Var_10T_Medio,gpT_Var_10T_Bajo
2747,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
6727,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
1928,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4518,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
3252,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
4490,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
6818,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
5833,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
8300,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5041,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
3587,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1656,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
8275,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
1978,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
7757,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
3342,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
2784,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
2701,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
6226,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
1822,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
7792,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
3136,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
4636,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
7872,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
5740,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
7211,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
1485,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
4809,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8167,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8603,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
2712,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
988,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
6151,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
4830,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
242,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0
2689,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
3729,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2244,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
4879,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
2611,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5907,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
6297,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
4556,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
1955,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
5553,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
6166,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
1867,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
3497,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8160,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
2233,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
4945,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6670,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1700,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
859,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5776,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
2028,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
4574,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1
8957,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
8468,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
5671,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
3132,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
1061,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7941,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
2955,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1199,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
3389,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1647,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
7275,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
2359,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
8503,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1480,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
1202,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1670,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8188,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
4108,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
4486,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
680,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
3728,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6211,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1
7998,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
7837,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
6101,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
3847,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
657,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
6530,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
4386,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3695,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
167,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
8249,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
1648,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1588,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
1056,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
4250,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
1516,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
1071,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
6345,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
2488,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
5132,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
3907,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
5661,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5338,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
2606,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
2680,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
5875,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5978,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
2622,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5707,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
7839,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
5372,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
8655,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7450,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
7176,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
1351,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6020,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
2222,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1171,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
1583,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
8736,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2402,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
2303,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
2901,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1353,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2432,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
7390,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
3086,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
3311,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
2478,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
6454,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
674,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1
6067,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
3158,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4068,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1282,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
20,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
801,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
5429,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
2343,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1498,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
3175,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6869,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
1415,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
4560,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
7591,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
3978,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
5957,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
3519,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
3005,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1439,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
2207,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0
6439,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
2088,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
7953,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1774,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
7407,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
3785,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
667,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
6679,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
5340,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
8256,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1963,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
7764,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
6470,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
3554,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
1147,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
8875,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1239,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
3204,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1970,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1276,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
6235,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
7080,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
5468,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
4994,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
755,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
7797,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7828,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1630,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
6070,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6181,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
5467,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
3427,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3538,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
2673,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
236,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
5601,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
6253,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
3881,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
2325,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3435,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
97,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
6603,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
1497,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3909,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
3730,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1897,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
8398,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
2168,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
2762,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0
3444,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
4619,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
3307,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
5053,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
8791,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
7674,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
277,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
5018,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
5715,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
3424,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
2030,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
4102,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0
2503,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
7380,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0
8483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1954,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
6827,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
6908,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
1754,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
4710,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
820,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
3523,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
4116,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
6056,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1904,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
7859,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
7743,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6282,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1830,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
6051,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
101,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
8560,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
7316,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
3690,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
6124,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
8733,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1
8701,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
7076,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
6828,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
1882,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
3641,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
4525,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
2137,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
5834,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
6188,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
4694,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5473,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
3374,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0
8064,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
6687,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
168,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4408,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
4020,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
3628,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1
4769,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
2572,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
559,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
3879,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5888,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3725,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1471,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
8146,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
5318,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
2931,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
3302,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
7655,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
7609,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
253,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0
8304,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
4073,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0
6326,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
8646,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
7439,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0
824,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2650,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5186,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
221,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
449,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
4027,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
2326,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
1831,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6279,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
2726,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1304,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1237,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2871,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
4209,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
319,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
187,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7966,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
455,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6072,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
770,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
8432,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0
1270,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
816,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
7974,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
4130,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
7042,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
7075,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
408,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
4740,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1
4457,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
7298,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
8528,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
3388,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
7907,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0
7864,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
5040,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
3186,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4964,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
6361,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1167,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3325,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
498,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
7083,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
4563,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
8758,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
6154,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0
829,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4479,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5485,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
7106,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6857,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1297,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
3453,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
7313,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7339,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
2425,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
8037,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
262,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
2046,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3567,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
8525,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
6011,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
1960,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
8773,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
7668,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1815,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
7710,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
3989,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
3438,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
8796,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1580,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
8526,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1
2693,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1778,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2272,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
120,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0
8580,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4975,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
3210,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
7338,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
1266,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
5195,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
4487,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4166,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
3518,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
8088,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
2372,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
2140,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
7441,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7491,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
4085,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
6097,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
3418,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
460,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
761,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2405,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8950,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
7671,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
4123,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
8219,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
4722,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
5767,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5165,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
3745,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
4909,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
7816,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1614,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
6450,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2457,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1387,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
363,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
3469,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
7261,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
2300,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
7132,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
8949,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
327,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
8608,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
3310,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
8901,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
292,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
